1 1499 1005 0
2 1499 1005 0
3 1499 1005 0
4 1499 1005 0
5 1499 1005 0
6 1499 1005 0
7 1499 1005 0
8 1499 1005 0
9 1499 1005 0
10 1499 1005 0
11 1499 1005 0
12 1499 1005 0
13 1499 1005 0
14 1499 1005 0
15 1499 1005 0
16 1499 1005 0
17 1499 1005 0
18 1499 1005 0
19 1499 1005 0
20 1499 1005 0
21 1499 1005 0
22 1499 1005 0
23 1499 1005 0
24 1499 1005 0
25 1499 1005 0
26 1499 1005 0
27 1499 1005 0
28 1499 1005 0
29 1499 1005 0
30 1499 1005 0
31 1499 1005 0
32 1499 1005 0
33 1499 1005 0
34 1499 1005 0
35 1499 1005 0
36 1499 1005 0
37 1499 1005 0
38 1499 1005 0
39 1499 1005 0
40 1499 1005 0
41 1499 1005 0
42 1499 1005 0
43 1499 1005 0
44 1499 1005 0
45 1499 1005 0
46 1499 1005 0
47 1499 1005 0
48 1499 1005 0
49 1499 1005 0
50 1499 1005 0
51 1499 1005 0
52 1499 1005 0
53 1499 1005 0
54 1499 1005 0
55 1499 1005 0
56 1499 1005 0
57 1499 1005 0
58 1499 1005 0
59 1499 1005 0
60 1499 1005 0
61 1499 1005 0
62 1499 1005 0
63 1499 1005 0
64 1499 1005 0
65 1499 1005 0
66 1499 1005 0
67 1499 1005 0
68 1499 1005 0
69 1499 1005 0
70 1499 1005 0
71 1499 1005 0
72 1499 1005 0
73 1499 1005 0
74 1499 1005 0
75 1499 1005 0
76 1499 1005 0
77 1499 1005 0
78 1499 1005 0
79 1499 1005 0
80 1499 1005 0
81 1499 1005 0
82 1499 1005 0
83 1499 1005 0
84 1499 1005 0
85 1499 1005 0
86 1499 1005 0
87 1499 1005 0
88 1499 1005 0
89 1499 1005 0
90 1499 1005 0
91 1499 1005 0
92 1499 1005 0
93 1499 1005 0
94 1499 1005 0
95 1499 1005 0
96 1499 1005 0
97 1499 1005 0
98 1499 1005 0
99 1499 1005 0
100 1499 1005 0
101 1499 1005 0
102 1499 1005 0
103 1499 1005 0
104 1499 1005 0
105 1499 1005 0
106 1499 1005 0
107 1499 1005 0
108 1499 1005 0
109 1499 1005 0
110 1499 1005 0
111 1499 1005 0
112 1499 1005 0
113 1499 1005 0
114 1499 1005 0
115 1499 1005 0
116 1499 1005 0
117 1499 1005 0
118 1499 1005 0
119 1499 1005 0
120 1499 1005 0
121 1499 1005 0
122 1499 1005 0
123 1499 1005 0
